année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,MATH-101(a),Analyse I,Mathématiques,Exercices,243,wednesday,10:15,12:00,ELG120,48,6,248,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Cours,470,wednesday,08:15,10:00,SG0211,112,2,460,oui
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Cours,470,wednesday,08:15,10:00,SG1,348,2,460,oui
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Cours,470,friday,10:15,12:00,CO1,342,2,560,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Cours,470,friday,10:15,12:00,CO3,218,2,560,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CE1100,64,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CE1103,65,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CE1104,70,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CE1106,99,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CM09,40,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,CM1100,49,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,GRA331,50,8,501,non
2023-2024,HIVER,MATH-101(c),Analyse I,Mathématiques,Exercices,470,wednesday,10:15,12:00,GRC001,64,8,501,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Cours,272,monday,08:15,10:00,CO3,218,1,218,oui
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Cours,272,wednesday,08:15,10:00,CO1,342,1,342,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM010,48,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM011,56,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM09,40,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM1100,49,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM1106,64,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CM1121,100,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CO120,40,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CO123,40,9,477,non
2023-2024,HIVER,MATH-101(d),Analyse I,Mathématiques,Exercices,272,monday,10:15,12:00,CO124,40,9,477,non
2023-2024,HIVER,MATH-101(de),Analyse I (allemand),Mathématiques,Cours,43,monday,08:15,10:00,CM011,56,1,56,non
2023-2024,HIVER,MATH-101(de),Analyse I (allemand),Mathématiques,Cours,43,wednesday,08:15,10:00,CE1100,64,2,124,non
2023-2024,HIVER,MATH-101(de),Analyse I (allemand),Mathématiques,Cours,43,wednesday,08:15,10:00,CM013,60,2,124,non
2023-2024,HIVER,MATH-101(de),Analyse I (allemand),Mathématiques,Exercices,43,monday,10:15,12:00,CO122,40,1,40,oui
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Cours,427,monday,10:15,12:00,CM2,190,2,532,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Cours,427,monday,10:15,12:00,CO1,342,2,532,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Cours,427,wednesday,10:15,12:00,CE1,214,2,556,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Cours,427,wednesday,10:15,12:00,CO1,342,2,556,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CM09,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CM1106,64,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO010,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO011,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO015,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO016,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO017,40,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,CO121,31,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,MAA110,48,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,MAA331,59,11,526,non
2023-2024,HIVER,MATH-101(e),Analyse I,Mathématiques,Exercices,427,thursday,10:15,12:00,MAB111,84,11,526,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Cours,93,monday,08:15,10:00,PO01,180,1,180,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Cours,93,wednesday,08:15,10:00,CO2,218,1,218,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Exercices,93,wednesday,10:15,12:00,CM010,48,5,199,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Exercices,93,wednesday,10:15,12:00,CO121,31,5,199,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Exercices,93,wednesday,10:15,12:00,CO122,40,5,199,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Exercices,93,wednesday,10:15,12:00,CO123,40,5,199,non
2023-2024,HIVER,MATH-101(en),Analyse I (anglais),Mathématiques,Exercices,93,wednesday,10:15,12:00,CO124,40,5,199,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Cours,239,monday,08:15,10:00,CM3,190,1,190,oui
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Cours,239,wednesday,10:15,12:00,CE3,214,2,664,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Cours,239,wednesday,10:15,12:00,STCC - Cloud C,450,2,664,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO010,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO011,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO015,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO016,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO017,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO121,31,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO122,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO123,40,9,351,non
2023-2024,HIVER,MATH-101(f),Analyse I,Mathématiques,Exercices,239,thursday,08:15,10:00,CO124,40,9,351,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Cours,254,monday,08:15,10:00,CO2,218,1,218,oui
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Cours,254,thursday,08:15,10:00,CO2,218,1,218,oui
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,CO010,40,6,312,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,CO011,40,6,312,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,CO015,40,6,312,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,CO016,40,6,312,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,CO017,40,6,312,non
2023-2024,HIVER,MATH-101(g),Analyse I,Mathématiques,Exercices,254,monday,10:15,12:00,SG0211,112,6,312,non
2023-2024,HIVER,MATH-101(ol),Analyse I (online),Mathématiques,Cours,57,monday,10:15,12:00,CO2,218,1,218,non
2023-2024,HIVER,MATH-101(pi),Analyse I (classe inversée),Mathématiques,Cours,143,monday,10:15,12:00,CE1515,162,1,162,non
2023-2024,HIVER,MATH-101(pi),Analyse I (classe inversée),Mathématiques,Cours,143,wednesday,08:15,10:00,CE1515,162,1,162,non
2023-2024,HIVER,MATH-101(pi),Analyse I (classe inversée),Mathématiques,Exercices,143,wednesday,10:15,12:00,CE1515,162,3,290,non
2023-2024,HIVER,MATH-101(pi),Analyse I (classe inversée),Mathématiques,Exercices,143,wednesday,10:15,12:00,CM1106,64,3,290,non
2023-2024,HIVER,MATH-101(pi),Analyse I (classe inversée),Mathématiques,Exercices,143,wednesday,10:15,12:00,CM1221,64,3,290,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Cours,213,monday,13:15,15:00,BCH2201,239,1,239,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Cours,213,tuesday,08:15,10:00,BCH2201,239,1,239,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,monday,15:15,16:00,BCH2201,239,1,239,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO010,40,6,231,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO011,40,6,231,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO015,40,6,231,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO016,40,6,231,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO017,40,6,231,non
2023-2024,HIVER,MATH-110(a),Algèbre linéaire avancée I,Mathématiques,Exercices,213,thursday,15:15,17:00,CO121,31,6,231,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Cours,339,monday,12:15,14:00,SG1,348,1,348,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Cours,339,wednesday,13:15,15:00,SG1,348,1,348,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,BS150,64,6,361,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,CE1101,64,6,361,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,CE1103,65,6,361,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,CE1105,72,6,361,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,CM010,48,6,361,non
2023-2024,HIVER,MATH-110(b),Algèbre linéaire avancée I,Mathématiques,Exercices,339,tuesday,09:15,11:00,MAA110,48,6,361,non
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Cours,253,tuesday,13:15,15:00,CE12,187,2,401,non
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Cours,253,tuesday,13:15,15:00,CE3,214,2,401,non
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Cours,253,thursday,14:15,16:00,CE6,308,1,308,non
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Exercices,253,thursday,16:15,18:00,CM010,48,5,217,oui
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Exercices,253,thursday,16:15,18:00,CM09,40,5,217,oui
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Exercices,253,thursday,16:15,18:00,GCA1416,23,5,217,oui
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Exercices,253,thursday,16:15,18:00,GCD0386,42,5,217,oui
2023-2024,HIVER,MATH-111(a),Algèbre linéaire,Mathématiques,Exercices,253,thursday,16:15,18:00,GRC001,64,5,217,oui
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Cours,455,tuesday,13:15,15:00,CE12,187,3,635,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Cours,455,tuesday,13:15,15:00,CM1120,100,3,635,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Cours,455,tuesday,13:15,15:00,SG1,348,3,635,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Cours,455,thursday,14:15,16:00,ELA1,122,2,470,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Cours,455,thursday,14:15,16:00,SG1,348,2,470,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CE1100,64,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CE1101,64,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CE1103,65,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CM013,60,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO010,40,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO011,40,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO017,40,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO120,40,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO121,31,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO122,40,11,524,non
2023-2024,HIVER,MATH-111(c),Algèbre linéaire,Mathématiques,Exercices,455,tuesday,15:15,17:00,CO124,40,11,524,non
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Cours,263,tuesday,13:15,15:00,BCH2201,239,1,239,oui
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Cours,263,thursday,14:15,16:00,BCH2201,239,1,239,oui
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Exercices,263,thursday,16:15,18:00,CM011,56,4,203,oui
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Exercices,263,thursday,16:15,18:00,CM012,49,4,203,oui
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Exercices,263,thursday,16:15,18:00,CM1100,49,4,203,oui
2023-2024,HIVER,MATH-111(d),Algèbre linéaire,Mathématiques,Exercices,263,thursday,16:15,18:00,CM1104,49,4,203,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Cours,427,monday,13:15,15:00,CM5,129,2,471,non
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Cours,427,monday,13:15,15:00,CO1,342,2,471,non
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Cours,427,thursday,08:15,10:00,CM1,184,2,526,non
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Cours,427,thursday,08:15,10:00,CO1,342,2,526,non
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,CE1104,70,6,406,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,CM011,56,6,406,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,CM012,49,6,406,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,CM1121,100,6,406,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,GCA330,71,6,406,oui
2023-2024,HIVER,MATH-111(e),Algèbre linéaire,Mathématiques,Exercices,427,friday,08:15,10:00,GCA331,60,6,406,oui
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Cours,206,tuesday,13:15,15:00,CO2,218,1,218,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Cours,206,thursday,14:15,16:00,CE3,214,2,404,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Cours,206,thursday,14:15,16:00,CM2,190,2,404,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Exercices,206,thursday,16:15,18:00,CM013,60,4,308,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Exercices,206,thursday,16:15,18:00,CM1120,100,4,308,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Exercices,206,thursday,16:15,18:00,CM1121,100,4,308,non
2023-2024,HIVER,MATH-111(en),Algèbre linéaire (anglais),Mathématiques,Exercices,206,thursday,16:15,18:00,MAA110,48,4,308,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Cours,214,tuesday,13:15,15:00,CO3,218,1,218,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Cours,214,thursday,14:15,16:00,CM3,190,1,190,oui
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Exercices,214,thursday,16:15,18:00,DIA003,48,5,242,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Exercices,214,thursday,16:15,18:00,DIA004,50,5,242,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Exercices,214,thursday,16:15,18:00,ELG120,48,5,242,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Exercices,214,thursday,16:15,18:00,INF119,54,5,242,non
2023-2024,HIVER,MATH-111(f),Algèbre linéaire,Mathématiques,Exercices,214,thursday,16:15,18:00,INM11,42,5,242,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Cours,243,tuesday,14:15,16:00,CO1,342,1,342,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Cours,243,thursday,16:15,18:00,CO1,342,1,342,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,CM010,48,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,CM09,40,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,CO122,40,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,CO123,40,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,CO124,40,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,DIA003,48,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,GCD0386,42,8,362,non
2023-2024,HIVER,MATH-111(g),Algèbre linéaire,Mathématiques,Exercices,243,thursday,14:15,16:00,GRC001,64,8,362,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Cours,176,tuesday,13:15,15:00,CE1515,162,1,162,oui
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Cours,176,thursday,14:15,16:00,CE1515,162,2,352,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Cours,176,thursday,14:15,16:00,CM2,190,2,352,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Exercices,176,thursday,16:15,18:00,BS270,72,5,524,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Exercices,176,thursday,16:15,18:00,CM1221,64,5,524,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Exercices,176,thursday,16:15,18:00,CO3,218,5,524,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Exercices,176,thursday,16:15,18:00,GCC330,90,5,524,non
2023-2024,HIVER,MATH-111(pi),Algèbre linéaire (classe inversée),Mathématiques,Exercices,176,thursday,16:15,18:00,SG0213,80,5,524,non
2023-2024,HIVER,MATH-113,Structures algébriques,Mathématiques,Cours,208,tuesday,10:15,12:00,BCH2201,239,1,239,non
