année académique plan,semestre plan,code matière,matière,section responsable,type d'enseignement,nb étudiants,jour,heure début séance,heure fin séance,espace (code),nb.places dans l'espace,nombre total d'espaces,nombre total de places,overbooking
2023-2024,HIVER,CIVIL-449,Nonlinear analysis of structures,Génie civil,Exercices,13,wednesday,10:15,12:00,GRA332,59,1,59,non
2023-2024,HIVER,CIVIL-451,Villes et transports,Génie civil,Cours,33,monday,16:15,18:00,CE1104,70,1,70,non
2023-2024,HIVER,CIVIL-451,Villes et transports,Génie civil,Exercices,33,monday,18:15,19:00,CE1104,70,1,70,non
2023-2024,HIVER,CIVIL-457,Fundamentals of traffic operations and control,Génie civil,Cours,44,wednesday,12:15,14:00,CM1120,100,1,100,non
2023-2024,HIVER,CIVIL-457,Fundamentals of traffic operations and control,Génie civil,Exercices,44,wednesday,14:15,15:00,CM1120,100,1,100,non
2023-2024,HIVER,CIVIL-457,Fundamentals of traffic operations and control,Génie civil,Projet,44,wednesday,15:15,16:00,CM1120,100,1,100,non
2023-2024,HIVER,CIVIL-463,Infrastructures de transport I,Génie civil,Cours,29,tuesday,13:15,15:00,GRA331,50,1,50,non
2023-2024,HIVER,CIVIL-463,Infrastructures de transport I,Génie civil,Exercices,29,tuesday,15:15,16:00,GRA331,50,1,50,non
2023-2024,HIVER,CIVIL-468,Dynamics of structures,Génie civil,Cours,49,thursday,13:15,16:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-468,Dynamics of structures,Génie civil,Exercices,49,thursday,16:15,17:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-469,Hydropower schemes and pumped-storage,Génie civil,Cours,18,thursday,08:15,10:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-469,Hydropower schemes and pumped-storage,Génie civil,Exercices,18,thursday,10:15,12:00,GCB330,71,1,71,non
2023-2024,HIVER,CIVIL-470,Geothermal resource development,Génie civil,Cours,0,tuesday,13:15,15:00,GRC001,64,1,64,non
2023-2024,HIVER,CIVIL-470,Geothermal resource development,Génie civil,Exercices,0,tuesday,15:15,16:00,GRC001,64,1,64,non
2023-2024,HIVER,CIVIL-475,UE génie civil : Docta Manus,Génie civil,Cours,36,monday,08:15,10:00,GCB331,70,1,70,non
2023-2024,HIVER,CIVIL-475,UE génie civil : Docta Manus,Génie civil,Exercices,36,monday,10:15,12:00,GCB331,70,1,70,non
2023-2024,HIVER,CIVIL-510,Quantitative imaging for engineers,Génie civil,Cours,14,tuesday,16:15,18:00,GCA1416,23,1,23,non
2023-2024,HIVER,CIVIL-510,Quantitative imaging for engineers,Génie civil,Exercices,14,tuesday,18:15,19:00,GCA1416,23,1,23,non
2023-2024,HIVER,CIVIL-511,Engineering of existing structures,Génie civil,Cours,16,monday,08:15,11:00,INM200,79,1,79,non
2023-2024,HIVER,CIVIL-511,Engineering of existing structures,Génie civil,Exercices,16,monday,11:15,12:00,INM200,79,1,79,non
2023-2024,HIVER,CIVIL-526,"Structures en métal, chapitres choisis",Génie civil,Cours,29,monday,16:15,18:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-526,"Structures en métal, chapitres choisis",Génie civil,Exercices,29,monday,18:15,19:00,GCC330,90,1,90,non
2023-2024,HIVER,CIVIL-532,Matériaux et structures,Génie civil,Cours,31,tuesday,08:15,10:00,GCA330,71,1,71,non
2023-2024,HIVER,CIVIL-532,Matériaux et structures,Génie civil,Exercices,31,tuesday,10:15,11:00,GCA330,71,1,71,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Cours,207,monday,13:15,15:00,CO2,218,1,218,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Cours,207,tuesday,13:15,15:00,CM2,190,1,190,oui
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Exercices,207,thursday,10:15,12:00,INF019,50,5,252,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Exercices,207,thursday,10:15,12:00,INM11,42,5,252,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Exercices,207,thursday,10:15,12:00,INM201,36,5,252,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Exercices,207,thursday,10:15,12:00,INM202,86,5,252,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,Exercices,207,thursday,10:15,12:00,INM203,38,5,252,non
2023-2024,HIVER,COM-202,Signal processing,Systèmes de communication,TP,207,monday,17:15,19:00,INF1,128,1,128,oui
2023-2024,HIVER,COM-208,Computer networks,Systèmes de communication,Cours,16,wednesday,15:15,17:00,INF119,54,1,54,non
2023-2024,HIVER,COM-208,Computer networks,Systèmes de communication,Exercices,16,friday,15:15,17:00,INF213,54,1,54,non
2023-2024,HIVER,COM-300,Modèles stochastiques pour les communications,Systèmes de communication,Cours,129,tuesday,10:15,12:00,CM3,190,1,190,non
2023-2024,HIVER,COM-300,Modèles stochastiques pour les communications,Systèmes de communication,Cours,129,friday,13:15,15:00,CE12,187,1,187,non
2023-2024,HIVER,COM-300,Modèles stochastiques pour les communications,Systèmes de communication,Exercices,129,tuesday,12:15,13:00,CM3,190,1,190,non
2023-2024,HIVER,COM-300,Modèles stochastiques pour les communications,Systèmes de communication,Exercices,129,friday,15:15,16:00,CE12,187,1,187,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Cours,255,monday,12:15,14:00,CE6,308,1,308,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Exercices,255,wednesday,08:15,10:00,INM10,62,5,676,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Exercices,255,wednesday,08:15,10:00,INM11,42,5,676,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Exercices,255,wednesday,08:15,10:00,INM201,36,5,676,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Exercices,255,wednesday,08:15,10:00,INM202,86,5,676,non
2023-2024,HIVER,COM-301,Computer security and privacy,Systèmes de communication,Exercices,255,wednesday,08:15,10:00,STCC - Cloud C,450,5,676,non
2023-2024,HIVER,COM-309,Introduction to quantum information processing,Systèmes de communication,Cours,115,wednesday,14:15,16:00,CE3,214,2,432,non
2023-2024,HIVER,COM-309,Introduction to quantum information processing,Systèmes de communication,Cours,115,wednesday,14:15,16:00,CO3,218,2,432,non
2023-2024,HIVER,COM-309,Introduction to quantum information processing,Systèmes de communication,Cours,115,thursday,15:15,16:00,INF2,128,1,128,non
2023-2024,HIVER,COM-309,Introduction to quantum information processing,Systèmes de communication,Exercices,115,thursday,16:15,17:00,INF2,128,1,128,non
2023-2024,HIVER,COM-401,Cryptography and security,Systèmes de communication,Cours,89,wednesday,08:15,10:00,ELA1,122,1,122,non
2023-2024,HIVER,COM-401,Cryptography and security,Systèmes de communication,Cours,89,thursday,10:15,12:00,CM5,129,1,129,non
2023-2024,HIVER,COM-401,Cryptography and security,Systèmes de communication,Exercices,89,friday,09:15,11:00,CM1,184,1,184,non
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Cours,246,monday,16:15,19:00,CO1,342,1,342,non
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Exercices,246,wednesday,13:15,14:00,INF213,54,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Exercices,246,wednesday,13:15,14:00,INJ218,96,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Exercices,246,wednesday,13:15,14:00,INM11,42,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Exercices,246,wednesday,13:15,14:00,INM203,38,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Projet,246,wednesday,14:15,16:00,INF213,54,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Projet,246,wednesday,14:15,16:00,INJ218,96,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Projet,246,wednesday,14:15,16:00,INM11,42,4,230,oui
2023-2024,HIVER,COM-402,Information security and privacy,Informatique,Projet,246,wednesday,14:15,16:00,INM203,38,4,230,oui
2023-2024,HIVER,COM-404,Information theory and coding,Systèmes de communication,Cours,36,monday,11:15,13:00,BC01,84,1,84,non
2023-2024,HIVER,COM-404,Information theory and coding,Systèmes de communication,Cours,36,tuesday,13:15,15:00,ELA2,88,1,88,non
2023-2024,HIVER,COM-404,Information theory and coding,Systèmes de communication,Exercices,36,tuesday,15:15,17:00,ELA2,88,1,88,non
2023-2024,HIVER,COM-406,Foundations of Data Science,Informatique,Cours,53,tuesday,11:15,13:00,CE1105,72,1,72,non
2023-2024,HIVER,COM-406,Foundations of Data Science,Informatique,Cours,53,thursday,17:15,19:00,INF1,128,1,128,non
2023-2024,HIVER,COM-406,Foundations of Data Science,Informatique,Exercices,53,tuesday,13:15,15:00,CE1105,72,1,72,non
2023-2024,HIVER,COM-407,TCP/IP networking,Systèmes de communication,Cours,180,thursday,12:15,14:00,PO01,180,1,180,non
2023-2024,HIVER,COM-407,TCP/IP networking,Systèmes de communication,Exercices,180,friday,11:15,13:00,GRA331,50,2,129,oui
2023-2024,HIVER,COM-407,TCP/IP networking,Systèmes de communication,Exercices,180,friday,11:15,13:00,INM200,79,2,129,oui
2023-2024,HIVER,COM-407,TCP/IP networking,Systèmes de communication,TP,180,friday,13:15,15:00,INM202,86,1,86,oui
2023-2024,HIVER,COM-430,Modern digital communications: a hands-on approach,Systèmes de communication,Cours,12,monday,09:15,11:00,INM11,42,1,42,non
2023-2024,HIVER,COM-430,Modern digital communications: a hands-on approach,Systèmes de communication,TP,12,wednesday,11:15,13:00,INF119,54,1,54,non
2023-2024,HIVER,COM-516,Markov chains and algorithmic applications,Systèmes de communication,Cours,87,tuesday,08:15,10:00,BC01,84,1,84,oui
2023-2024,HIVER,COM-516,Markov chains and algorithmic applications,Systèmes de communication,Exercices,87,tuesday,10:15,12:00,INF213,54,1,54,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Cours,603,tuesday,08:15,10:00,RLC E1 240,599,1,599,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Cours,603,wednesday,15:15,17:00,RLC E1 240,599,1,599,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,CM011,56,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,CM1100,49,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INF119,54,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INJ218,96,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INM10,62,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INM11,42,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INM201,36,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INM202,86,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INM203,38,10,598,oui
2023-2024,HIVER,CS-101,"Advanced information, computation, communication I",Informatique,Exercices,603,friday,10:15,12:00,INR219,79,10,598,oui
2023-2024,HIVER,CS-107,Introduction à la programmation,Informatique,Cours,503,wednesday,13:15,15:00,RLC E1 240,599,2,1049,non
2023-2024,HIVER,CS-107,Introduction à la programmation,Informatique,Cours,503,wednesday,13:15,15:00,STCC - Cloud C,450,2,1049,non
2023-2024,HIVER,CS-107,Introduction à la programmation,Informatique,Exercices,503,friday,13:15,16:00,INF1,128,3,384,oui
2023-2024,HIVER,CS-107,Introduction à la programmation,Informatique,Exercices,503,friday,13:15,16:00,INF2,128,3,384,oui
2023-2024,HIVER,CS-107,Introduction à la programmation,Informatique,Exercices,503,friday,13:15,16:00,INF3,128,3,384,oui
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Cours,371,tuesday,11:15,13:00,SG1,348,2,798,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Cours,371,tuesday,11:15,13:00,STCC - Cloud C,450,2,798,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Cours,371,friday,08:15,09:00,CE6,308,1,308,oui
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CE1,214,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO020,45,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO021,60,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO023,45,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO4,30,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO5,40,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,CO6,40,8,553,non
2023-2024,HIVER,CS-119(c),"Information, calcul, communication",Informatique,Exercices,371,friday,14:15,17:00,INM200,79,8,553,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,thursday,11:15,12:00,CO020,45,5,942,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,thursday,11:15,12:00,CO021,60,5,942,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,thursday,11:15,12:00,CO023,45,5,942,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,thursday,11:15,12:00,CO1,342,5,942,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,thursday,11:15,12:00,STCC - Cloud C,450,5,942,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,friday,13:15,15:00,AAC231,144,2,492,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Cours,491,friday,13:15,15:00,SG1,348,2,492,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,CO020,45,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,CO021,60,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,CO023,45,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,CO260,40,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,INF1,128,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,thursday,09:15,11:00,INF2,128,6,446,oui
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,AAC231,144,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM012,49,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM1104,49,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM1105,114,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM1106,64,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM1113,22,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,CM1221,64,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,INM202,86,9,940,non
2023-2024,HIVER,CS-119(d),"Information, calcul, communication",Informatique,Exercices,491,friday,15:15,16:00,SG1,348,9,940,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Cours,229,monday,12:15,13:00,CO1,342,1,342,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Cours,229,friday,09:15,11:00,RLC E1 240,599,1,599,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,tuesday,08:15,10:00,CO020,45,5,406,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,tuesday,08:15,10:00,CO021,60,5,406,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,tuesday,08:15,10:00,CO023,45,5,406,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,tuesday,08:15,10:00,INF2,128,5,406,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,tuesday,08:15,10:00,INF3,128,5,406,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,friday,15:15,16:00,INF119,54,5,273,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,friday,15:15,16:00,INM10,62,5,273,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,friday,15:15,16:00,INM11,42,5,273,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,friday,15:15,16:00,INM201,36,5,273,non
2023-2024,HIVER,CS-119(g),"Information, calcul, communication",Informatique,Exercices,229,friday,15:15,16:00,INR219,79,5,273,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Cours,157,friday,09:15,10:00,BCH2201,239,2,453,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Cours,157,friday,09:15,10:00,CE3,214,2,453,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Cours,157,friday,13:15,15:00,CO1,342,1,342,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,10:15,12:00,BC07-08,35,4,122,oui
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,10:15,12:00,CM1103,39,4,122,oui
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,10:15,12:00,CM1110,12,4,122,oui
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,10:15,12:00,CM1112,36,4,122,oui
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,15:15,16:00,CO010,40,5,200,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,15:15,16:00,CO011,40,5,200,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,15:15,16:00,CO015,40,5,200,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,15:15,16:00,CO016,40,5,200,non
2023-2024,HIVER,CS-119(h),"Information, calcul, communication",Informatique,Exercices,157,friday,15:15,16:00,CO017,40,5,200,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Cours,298,wednesday,10:15,12:00,SG1,348,1,348,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Cours,298,friday,09:15,11:00,STCC - Cloud C,450,1,450,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,monday,13:15,15:00,INF1,128,3,384,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,monday,13:15,15:00,INF2,128,3,384,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,monday,13:15,15:00,INF3,128,3,384,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,wednesday,13:15,15:00,INF1,128,3,384,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,wednesday,13:15,15:00,INF2,128,3,384,non
2023-2024,HIVER,CS-200,Computer architecture,Informatique,Exercices,298,wednesday,13:15,15:00,INF3,128,3,384,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Cours,383,monday,10:15,12:00,RLC E1 240,599,2,1049,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Cours,383,monday,10:15,12:00,STCC - Cloud C,450,2,1049,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Cours,383,wednesday,15:15,16:00,SG1,348,1,348,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM011,56,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM012,49,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM013,60,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM1100,49,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM1104,49,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM1106,64,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,monday,12:15,13:00,CM1120,100,7,427,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,thursday,11:15,12:00,INF1,128,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,thursday,11:15,12:00,INF119,54,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,thursday,11:15,12:00,INF2,128,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Exercices,383,thursday,11:15,12:00,INM10,62,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,wednesday,16:15,18:00,INF1,128,3,384,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,wednesday,16:15,18:00,INF2,128,3,384,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,wednesday,16:15,18:00,INF3,128,3,384,non
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,thursday,12:15,13:00,INF1,128,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,thursday,12:15,13:00,INF119,54,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,thursday,12:15,13:00,INF2,128,4,372,oui
2023-2024,HIVER,CS-214,Software construction,Informatique,Projet,383,thursday,12:15,13:00,INM10,62,4,372,oui
2023-2024,HIVER,CS-234,Technologies for democratic society,Informatique,Cours,149,friday,11:15,13:00,CM1,184,1,184,non
2023-2024,HIVER,CS-234,Technologies for democratic society,Informatique,Exercices,149,friday,13:15,14:00,INF019,50,2,129,oui
2023-2024,HIVER,CS-234,Technologies for democratic society,Informatique,Exercices,149,friday,13:15,14:00,INM200,79,2,129,oui
2023-2024,HIVER,CS-234,Technologies for democratic society,Informatique,Projet,149,thursday,08:15,10:00,INJ218,96,2,182,non
2023-2024,HIVER,CS-234,Technologies for democratic society,Informatique,Projet,149,thursday,08:15,10:00,INM202,86,2,182,non
2023-2024,HIVER,CS-307,Introduction to multiprocessor architecture,Informatique,Cours,156,tuesday,15:15,17:00,INF2,128,1,128,oui
2023-2024,HIVER,CS-307,Introduction to multiprocessor architecture,Informatique,Projet,156,tuesday,17:15,18:00,INF3,128,1,128,oui
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,Cours,180,wednesday,11:15,13:00,CM2,190,1,190,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,Exercices,180,wednesday,13:15,14:00,CE12,187,4,414,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,Exercices,180,wednesday,13:15,14:00,CM1104,49,4,414,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,Exercices,180,wednesday,13:15,14:00,CM1105,114,4,414,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,Exercices,180,wednesday,13:15,14:00,CM1106,64,4,414,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,TP,180,wednesday,16:15,18:00,BS160,100,3,449,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,TP,180,wednesday,16:15,18:00,CE12,187,3,449,non
2023-2024,HIVER,CS-323,Introduction to operating systems,Informatique,TP,180,wednesday,16:15,18:00,CE1515,162,3,449,non
2023-2024,HIVER,CS-328,Numerical methods for visual computing and ML,Informatique,Cours,236,tuesday,13:15,15:00,CM3,190,1,190,oui
2023-2024,HIVER,CS-328,Numerical methods for visual computing and ML,Informatique,Exercices,236,wednesday,08:15,10:00,INF1,128,2,256,non
2023-2024,HIVER,CS-328,Numerical methods for visual computing and ML,Informatique,Exercices,236,wednesday,08:15,10:00,INF2,128,2,256,non
2023-2024,HIVER,CS-401,Applied data analysis,Systèmes de communication,Cours,615,wednesday,08:15,10:00,RLC E1 240,599,1,599,oui
2023-2024,HIVER,CS-401,Applied data analysis,Systèmes de communication,Projet,615,friday,13:15,15:00,BCH2201,239,2,338,oui
2023-2024,HIVER,CS-401,Applied data analysis,Systèmes de communication,Projet,615,friday,13:15,15:00,CE1106,99,2,338,oui
2023-2024,HIVER,CS-411,Digital education,Informatique,Cours,52,tuesday,08:15,10:00,MED21124,38,1,38,oui
2023-2024,HIVER,CS-411,Digital education,Informatique,Projet,52,tuesday,10:15,12:00,INM200,79,1,79,non
2023-2024,HIVER,CS-423,Distributed information systems,Systèmes de communication,Cours,126,thursday,10:00,12:00,CM3,190,1,190,non
2023-2024,HIVER,CS-423,Distributed information systems,Systèmes de communication,Exercices,126,thursday,12:15,13:00,CM1105,114,2,304,non
2023-2024,HIVER,CS-423,Distributed information systems,Systèmes de communication,Exercices,126,thursday,12:15,13:00,CM3,190,2,304,non
2023-2024,HIVER,CS-430,Intelligent agents,Informatique,Cours,78,wednesday,13:15,16:00,BCH2201,239,1,239,non
2023-2024,HIVER,CS-430,Intelligent agents,Informatique,Exercices,78,thursday,13:15,16:00,BC01,84,3,164,non
2023-2024,HIVER,CS-430,Intelligent agents,Informatique,Exercices,78,thursday,13:15,16:00,INM11,42,3,164,non
2023-2024,HIVER,CS-430,Intelligent agents,Informatique,Exercices,78,thursday,13:15,16:00,INM203,38,3,164,non
2023-2024,HIVER,CS-431,Introduction to natural language processing,Informatique,Cours,63,wednesday,08:15,10:00,CM5,129,1,129,non
2023-2024,HIVER,CS-431,Introduction to natural language processing,Informatique,Exercices,63,wednesday,10:15,12:00,CM5,129,1,129,non
2023-2024,HIVER,CS-433,Machine learning,Informatique,Cours,508,tuesday,16:15,18:00,RLC E1 240,599,2,1049,non
2023-2024,HIVER,CS-433,Machine learning,Informatique,Cours,508,tuesday,16:15,18:00,STCC - Cloud C,450,2,1049,non
2023-2024,HIVER,CS-433,Machine learning,Informatique,Cours,508,wednesday,10:15,12:00,RLC E1 240,599,1,599,non
2023-2024,HIVER,CS-433,Machine learning,Informatique,Exercices,508,thursday,14:15,16:00,INF1,128,5,443,oui
2023-2024,HIVER,CS-433,Machine learning,Informatique,Exercices,508,thursday,14:15,16:00,INF119,54,5,443,oui
2023-2024,HIVER,CS-433,Machine learning,Informatique,Exercices,508,thursday,14:15,16:00,INJ218,96,5,443,oui
2023-2024,HIVER,CS-433,Machine learning,Informatique,Exercices,508,thursday,14:15,16:00,INM202,86,5,443,oui
2023-2024,HIVER,CS-433,Machine learning,Informatique,Exercices,508,thursday,14:15,16:00,INR219,79,5,443,oui
